,content,label
10,"['subscriber', 'responsible', 'activity', 'connection', 'services', 'accessing', 'site']",0
11,"['use', 'site', 'services', 'violate', 'security', 'computer', 'network', 'crack', 'passwords', 'security', 'encryption', 'codes', 'transfer', 'store', 'illegal', 'material', 'including', 'deemed', 'threatening', 'obscene', 'engage', 'kind', 'illegal', 'activity', 'expressly', 'prohibited', 'circumstances', 'subscriber', 'use', 'site', 'service', 'send', 'unsolicited', 'emails', 'bulk', 'mail', 'spam', 'materials', 'users', 'site', 'individual', 'b', 'harass', 'threaten', 'stalk', 'abuse', 'person', 'party', 'including', 'users', 'site', 'c', 'create', 'false', 'identity', 'impersonate', 'another', 'person', 'post', 'false', 'inaccurate', 'incomplete', 'material', 'delete', 'revise', 'material', 'posted']",0
12,"['9gag', 'inc', 'special', 'relationship', 'fiduciary', 'duty', 'subscriber', 'subscriber', 'acknowledges', '9gag', 'inc', 'control', 'duty', 'take', 'action', 'regarding', 'users', 'gains', 'access', 'site', 'content', 'subscriber', 'accesses', 'via', 'site', 'effects', 'content', 'may', 'subscriber', 'subscriber', 'may', 'interpret', 'use', 'content', 'actions', 'subscriber', 'may', 'take', 'result', 'exposed', 'content', 'much', 'content', 'site', 'provided', 'responsibility', 'user', 'subscriber', 'posted', 'content', '9gag', 'inc', 'monitor', 'content', 'site', 'takes', 'responsibility', 'content', 'subscriber', 'releases', '9gag', 'inc', 'liability', 'subscriber', 'acquired', 'acquired', 'content', 'site', 'site', 'may', 'contain', 'direct', 'subscriber', 'sites', 'containing', 'information', 'people', 'may', 'find', 'offensive', 'inappropriate', '9gag', 'inc', 'makes', 'representations', 'concerning', 'content', 'contained', 'accessed', 'site', '9gag', 'inc', 'responsible', 'liable', 'accuracy', 'copyright', 'compliance', 'legality', 'decency', 'material', 'contained', 'accessed', 'site']",0
13,"['although', '9gag', 'inc', 'site', 'make', 'reasonable', 'efforts', 'store', 'preserve', 'material', 'residing', 'site', 'neither', '9gag', 'inc', 'site', 'responsible', 'liable', 'way', 'failure', 'store', 'preserve', 'access', 'subscriber', 'content', 'materials', 'transmit', 'archive', 'site', 'strongly', 'urged', 'take', 'measures', 'preserve', 'copies', 'data', 'material', 'content', 'information', 'post', 'upload', 'site', 'solely', 'responsible', 'creating', 'backups', 'subscriber', 'content']",0
14,"['services', 'content', 'site', 'software', 'provided', 'basis', 'without', 'warranties', 'kind', 'either', 'express', 'implied', 'including', 'without', 'limitation', 'implied', 'warranties', 'merchantability', 'fitness', 'particular', 'purpose', 'noninfringement', '9gag', 'inc', 'makes', 'representations', 'warranties', 'kind', 'respect', 'site', 'services', 'including', 'representation', 'warranty', 'use', 'site', 'services', 'timely', 'uninterrupted', 'errorfree', 'operate', 'combination', 'hardware', 'software', 'system', 'data', 'b', 'meet', 'requirements', 'expectations', 'c', 'free', 'errors', 'defects', 'corrected', 'free', 'viruses', 'harmful', 'components']",0
15,"['fullest', 'extent', 'allowed', 'law', '9gag', 'inc', 'disclaims', 'liability', 'responsibility', 'accuracy', 'reliability', 'availability', 'completeness', 'legality', 'operability', 'material', 'services', 'provided', 'site']",1
16,"['using', 'site', 'acknowledge', '9gag', 'inc', 'responsible', 'liable', 'harm', 'resulting', '1', 'use', 'site', '2', 'downloading', 'information', 'contained', 'site', 'including', 'limited', 'downloads', 'content', 'posted', 'subscribers', '3', 'unauthorized', 'disclosure', 'images', 'information', 'data', 'results', 'upload', 'download', 'storage', 'content', 'posted', 'subscribers', '4', 'temporary', 'permanent', 'inability', 'access', 'retrieve', 'subscriber', 'content', 'site', 'including', 'without', 'limitation', 'harm', 'caused', 'viruses', 'worms', 'trojan', 'horses', 'similar', 'contamination', 'destructive', 'program']",1
17,"['places', 'allow', 'limitations', 'long', 'implied', 'warranty', 'lasts', 'limitations', 'may', 'apply', 'subscriber']",0
18,"['users', 'site', 'may', 'gain', 'access', 'site', 'third', 'party', 'sites', 'internet', 'hypertext', 'computer', 'links', 'site', 'third', 'party', 'sites', 'within', 'supervision', 'control', '9gag', 'inc', 'site', 'unless', 'explicitly', 'otherwise', 'provided', 'neither', '9gag', 'inc', 'site', 'make', 'representation', 'warranty', 'whatsoever', 'third', 'party', 'site', 'linked', 'site', 'endorse', 'products', 'services', 'offered', 'site', '9gag', 'inc', 'site', 'disclaim', 'responsibility', 'liability', 'content', 'third', 'party', 'websites', 'b', 'representations', 'warranties', 'security', 'information', 'including', 'without', 'limitation', 'credit', 'card', 'personal', 'information', 'might', 'requested', 'give', 'third', 'party', 'hereby', 'irrevocably', 'waive', 'claim', 'site', '9gag', 'inc', 'respect', 'sites', 'third', 'party', 'content']",0
19,"['condition', 'using', 'services', 'subscriber', 'required', 'register', '9gag', 'inc', 'select', 'password', '9gag', 'inc', 'url', 'subscriber', 'shall', 'provide', '9gag', 'inc', 'accurate', 'complete', 'updated', 'registration', 'information', 'including', 'subscriber’s', 'email', 'address', 'failure', 'shall', 'constitute', 'breach', 'agreement', 'may', 'result', 'immediate', 'termination', 'subscribers', 'account', 'subscriber', 'may', 'select', 'use', '9gag', 'inc', 'url', 'name', 'another', 'person', 'intent', 'impersonate', 'person', 'b', 'use', '9gag', 'inc', 'url', 'name', 'subject', 'rights', 'person', 'subscriber', 'without', 'appropriate', 'authorization', '9gag', 'inc', 'reserves', 'right', 'refuse', 'registration', 'cancel', '9gag', 'inc', 'url', 'discretion', 'subscriber', 'shall', 'responsible', 'maintaining', 'confidentiality', 'subscribers', '9gag', 'inc', 'password', 'subscriber', 'solely', 'responsible', 'use', 'action', 'taken', 'subscriber’s', 'password', 'accepts', 'full', 'responsibility', 'activity', 'conducted', 'subscriber’s', 'account', 'agrees', 'hereby', 'releases', 'site', '9gag', 'inc', 'liability', 'concerning', 'activity', 'subscriber', 'agrees', 'notify', '9gag', 'inc', 'immediately', 'actual', 'suspected', 'loss', 'theft', 'unauthorized', 'use', 'subscriber’s', 'account', 'password', 'site', 'take', 'reasonably', 'security', 'precautions', 'using', 'internet', 'telephone', 'means', 'transport', 'date', 'communications', 'expressly', 'disclaims', 'liability', 'accessing', 'data', 'communications', 'unauthorized', 'persons', 'entities']",0
20,"['subscriber', 'indemnify', 'hold', '9gag', 'inc', 'directors', 'officers', 'employees', 'harmless', 'including', 'costs', 'attorneys', 'fees', 'claim', 'demand', 'made', 'third', 'party', 'due', 'arising', 'subscriber’s', 'access', 'site', 'use', 'services', 'violation', 'agreement', 'subscriber', 'infringement', 'subscriber', 'third', 'party', 'using', 'subscribers', 'account', 'intellectual', 'property', 'right', 'person', 'entity']",0
21,"['event', 'shall', '9gag', 'inc', 'directors', 'officers', 'shareholders', 'employees', 'members', 'liable', 'respect', 'site', 'services', 'indirect', 'incidental', 'punitive', 'consequential', 'damages', 'kind', 'whatsoever', 'b', 'damages', 'loss', 'use', 'profits', 'data', 'images', 'subscriber', 'content', 'intangibles', 'c', 'damages', 'unauthorized', 'use', 'nonperformance', 'site', 'errors', 'omissions', 'damages', 'related', 'downloading', 'posting', 'content']",1
22,"['9gag', 'incs', 'sites', 'collective', 'liability', 'agreement', 'shall', 'limited', 'three', 'hundred', 'us', 'dollars']",1
23,"['services', 'require', 'payment', 'fees', 'fees', 'stated', 'us', 'dollars', 'subscriber', 'shall', 'pay', 'applicable', 'fees', 'described', 'site', 'connection', 'services', 'selected', 'subscriber', 'related', 'taxes', 'additional', 'charges', 'fees', 'nonrefundable', 'unless', 'expressly', 'stated', 'otherwise', 'site', 'subscriber', 'represents', '9gag', 'inc', 'subscriber', 'authorized', 'account', 'holder', 'authorized', 'user', 'chosen', 'method', 'payment', 'used', 'pay', 'paid', 'aspects', 'services', 'feebased', 'services', 'virtual', 'goods', 'provided', '“as', 'is”', 'warranties', 'kind']",0
24,"['9gag', 'inc', 'may', 'change', 'prices', 'time', 'provide', 'reasonable', 'notice', 'changes', 'posting', 'new', 'prices', 'site', 'sending', 'email', 'notification']",1
25,"['either', 'party', 'may', 'terminate', 'services', 'time', 'notifying', 'party', 'means']",
26,"['9gag', 'inc', 'may', 'also', 'terminate', 'suspend', 'services', 'access', 'site', 'immediately', 'without', 'prior', 'notice', 'liability', 'subscriber', 'breaches', 'terms', 'conditions', 'agreement']",
27,"['please', 'review', 'privacy', 'policy', 'governs', 'use', 'personal', 'information', 'site', 'subscriber', 'agrees', 'bound', 'user', 'site']",0
28,"['9gag', 'inc', 'shall', 'liable', 'failure', 'perform', 'obligations', 'hereunder', 'failure', 'results', 'cause', 'beyond', '9gag', 'inc’s', 'reasonable', 'control', 'including', 'without', 'limitation', 'mechanical', 'electronic', 'communications', 'failure', 'degradation']",1
29,"['agreement', 'shall', 'governed', 'construed', 'accordance', 'laws', 'state', 'delaware', 'without', 'regard', 'conflict', 'laws', 'provisions', 'thereof']",1
30,"['14', 'notice', 'procedure', 'making', 'claims', 'copyright', 'intellectual', 'property', 'infringements']",0
31,"['9gag', 'respects', 'intellectual', 'property', 'others', 'takes', 'protection', 'copyrights', 'intellectual', 'property', 'seriously', 'ask', 'users', 'infringing', 'activity', 'tolerated', 'services']",0
32,"['9gag’s', 'intellectual', 'property', 'policy', 'remove', 'material', '9gag', 'believes', 'good', 'faith', 'upon', 'notice', 'intellectual', 'property', 'owner', 'agent', 'infringing', 'intellectual', 'property', 'third', 'party', 'made', 'available', 'services', 'b', 'remove', 'subscriber', 'content', 'posted', 'services', '“repeat', 'infringers”']",1
33,"['9gag', 'discretion', 'however', 'terminate', 'account', 'user', 'receipt', 'single', 'notification', 'claimed', 'infringement', 'upon', '9gag’s', 'determination']",
34,"['believe', 'content', 'made', 'available', 'services', 'used', 'exploited', 'manner', 'infringes', 'intellectual', 'property', 'right', 'control', 'please', 'promptly', 'send', '“notification', 'claimed', 'infringement”', 'containing', 'following', 'information', 'designated', 'agent', 'identified', 'communication', 'must', 'include', 'substantially', 'following']",0
35,"['physical', 'electronic', 'signature', 'person', 'authorized', 'act', 'behalf', 'owner', 'works', 'hashave', 'allegedly', 'infringed']",0
36,"['identification', 'works', 'materials', 'infringed', 'multiple', 'works', 'covered', 'single', 'notification', 'representative', 'list', 'works']",0
37,"['identification', 'specific', 'material', 'claimed', 'infringing', 'subject', 'infringing', 'activity', 'removed', 'access', 'disabled', 'information', 'reasonably', 'sufficient', 'permit', '9gag', 'locate', 'material']",0
38,"['information', 'reasonably', 'sufficient', 'permit', '9gag', 'contact', 'address', 'telephone', 'number', 'available', 'electronic', 'mail', 'address', 'may', 'contacted']",0
39,"['statement', 'good', 'faith', 'belief', 'use', 'material', 'manner', 'complained', 'authorized', 'copyright', 'owner', 'agent', 'law']",0
40,"['statement', 'information', 'notification', 'accurate', 'penalty', 'perjury', 'authorized', 'act', 'behalf', 'owner', 'exclusive', 'right', 'allegedly', 'infringed']",0
41,"['consult', 'lawyer', 'andor', 'see', '17', 'usc', '§', '512', 'confirm', 'obligations', 'provide', 'valid', 'notice', 'claimed', 'infringement']",0
42,"['9gag’s', 'designated', 'agent', 'notices', 'claimed', 'infringement', 'contacted']",0
43,"['receive', 'notification', '9gag', 'material', 'made', 'available', 'services', 'subject', 'notification', 'claimed', 'infringement', 'right', 'provide', '9gag', 'called', '“counter', 'notification”', 'effective', 'counter', 'notification', 'must', 'writing', 'provided', '9gag’s', 'designated', 'agent', 'one', 'methods', 'identified', 'immediately', 'include', 'substantially', 'following', 'information']",0
44,"['identification', 'material', 'removed', 'access', 'disabled', 'location', 'material', 'appeared', 'removed', 'access', 'disabled']",0
45,"['statement', 'penalty', 'perjury', 'subscriber', 'good', 'faith', 'belief', 'material', 'removed', 'disabled', 'result', 'mistake', 'misidentification', 'material', 'removed', 'disabled']",0
46,"['subscriber’s', 'name', 'address', 'telephone', 'number', 'statement', 'subscriber', 'consents', 'jurisdiction', 'federal', 'district', 'court', 'judicial', 'district', 'address', 'located', 'subscriber’s', 'address', 'outside', 'united', 'states', 'judicial', 'district', '9gag', 'may', 'found', 'subscriber', 'accept', 'service', 'process', 'person', 'provided', 'notification', 'claimed', 'infringement', 'set', 'forth', 'agent', 'person']",0
47,"['party', 'submitting', 'counter', 'notification', 'consult', 'lawyer', 'see', '17', 'usc', '§', '512', 'confirm', 'party’s', 'obligations', 'provide', 'valid', 'counter', 'notification', 'copyright', 'act']",0
48,"['upon', 'receipt', 'counter', 'notification', '9gag', 'shall', 'promptly', 'provide', 'party', 'submitting', 'notification', 'claimed', 'infringement', 'copy', 'counter', 'notification', '9gag', 'replace', 'removed', 'material', 'cease', 'disabling', 'access', 'less', '10', 'fourteen', '14', 'business', 'days', 'following', 'receipt', 'counter', 'notice', 'unless', '9gag’s', 'designated', 'agent', 'first', 'receives', 'notice', 'person', 'submitted', 'notification', 'claimed', 'infringement', 'person', 'filed', 'action', 'seeking', 'court', 'order', 'restrain', 'subscriber', 'engaging', 'infringing', 'activity', 'relating', 'material', '9gag’s', 'system', 'network']",0
49,"['person', 'knowingly', 'materially', 'misrepresents', 'section', '512', 'copyright', 'act', '17', 'usc', '§', '512', '1', 'material', 'activity', 'infringing', '2', 'material', 'activity', 'removed', 'disabled', 'mistake', 'misidentification', 'shall', 'liable', 'damages', 'including', 'costs', 'attorneys’', 'fees', 'incurred', 'alleged', 'infringer', 'copyright', 'owner', 'copyright', 'owner’s', 'authorized', 'licensee', 'service', 'provider', 'injured', 'misrepresentation', 'result', '9gag', 'relying', 'upon', 'misrepresentation', 'removing', 'disabling', 'access', 'material', 'activity', 'claimed', 'infringing', 'replacing', 'removed', 'material', 'ceasing', 'disable', 'access']",0
50,"['9gag', 'reserves', 'right', 'seek', 'damages', 'party', 'submits', 'notification', 'claimed', 'infringement', 'counter', 'notification', 'violation', 'law']",0
51,"['avoidance', 'doubt', 'notices', 'submitted', 'digital', 'millennium', 'copyright', 'act', 'procedures', 'set', 'forth', 'agreement', 'sent', 'designated', 'agent', 'copyright9gagcom', 'postal', 'address', 'identified', 'comments', 'compliments', 'complaints', 'suggestions', '9gag', 'operation', 'services', 'matter', 'sent', 'support9gagcom']",0
52,"['academia', 'inc', 'academiaedu', 'offers', 'social', 'networking', 'service', 'enables', 'users', 'including', 'graduate', 'students', 'academics', 'create', 'academic', 'profile', 'pages', 'connect', 'users', 'including', 'graduate', 'students', 'academics', 'around', 'world', 'research', 'interests', '“services”', 'website', 'accessible', 'academiaedu', '“site”', 'please', 'read', 'carefully', 'following', 'terms', 'conditions', '“terms”', 'privacy', 'policy', 'may', 'found', 'academiaeduprivacy', 'incorporated', 'reference', 'terms', 'terms', 'govern', 'access', 'use', 'site', 'services', 'collective', 'content', 'defined', 'constitute', 'binding', 'legal', 'agreement', 'academiaedu']",0
53,"['arbitration', 'notice']",0
54,"['“content”', 'means', 'text', 'graphics', 'images', 'music', 'software', 'audio', 'video', 'information', 'works', 'authorship']",0
55,"['“academiaedu', 'content”', 'means', 'content', 'academiaedu', 'makes', 'available', 'site', 'services', 'including', 'content', 'licensed', 'third', 'party', 'excluding', 'member', 'content']",0
56,"['“member”', 'means', 'person', 'completes', 'academiaedu’s', 'account', 'registration', 'process', 'described', '“account', 'registration”', 'section']",0
57,"['“member', 'content”', 'means', 'content', 'member', 'posts', 'uploads', 'publishes', 'submits', 'transmits', 'made', 'available', 'site', 'services']",0
58,"['certain', 'areas', 'site', 'access', 'use', 'certain', 'services', 'collective', 'content', 'may', 'different', 'terms', 'conditions', 'posted', 'may', 'require', 'agree', 'accept', 'additional', 'terms', 'conditions', 'conflict', 'terms', 'terms', 'conditions', 'posted', 'specific', 'area', 'site', 'services', 'collective', 'content', 'latter', 'terms', 'conditions', 'take', 'precedence', 'respect', 'use', 'access', 'area', 'site', 'services', 'collective', 'content', 'applicable']",0
59,"['acknowledge', 'agree', 'accessing', 'using', 'site', 'services', 'downloading', 'posting', 'content', 'site', 'services', 'indicating', 'read', 'understand', 'agree', 'bound', 'terms', 'whether', 'registered', 'site']",1
60,"['academiaedu', 'reserves', 'right', 'sole', 'discretion', 'modify', 'site', 'services', 'terms', 'time', 'without', 'prior', 'notice']",1
61,"['continuing', 'access', 'use', 'site', 'services', 'posted', 'modification', 'site', 'provided', 'notice', 'modification', 'indicating', 'agree', 'bound', 'modified', 'terms']",1
62,"['site', 'services', 'intended', 'solely', 'persons', '13', 'years', 'age', 'older', 'access', 'use', 'site', 'services', 'anyone', 'age', '13', 'expressly', 'prohibited', 'accessing', 'using', 'site', 'services', 'represent', 'warrant', '13', 'years', 'age', 'older']",0
63,"['order', 'access', 'certain', 'features', 'site', 'services', 'post', 'member', 'content', 'site', 'services', 'must', 'register', 'create', 'account', '“account”', 'become', 'member']",0
64,"['may', 'register', 'directly', 'via', 'site', 'logging', 'account', 'certain', 'third', 'party', 'social', 'media', 'social', 'networking', 'sites', '“sns”', 'including', 'limited', 'facebook', 'via', 'site', 'described', 'herein', 'decide', 'register', 'sns', 'extract', 'personal', 'information', 'provided', 'sns', '“real”', 'name', 'email', 'address', 'information', 'make', 'publicly', 'available', 'via', 'sns', 'account', 'applicable', 'sns', 'use', 'information', 'create', 'account', 'specific', 'information', 'extract', 'may', 'depend', 'privacy', 'settings', 'sns', 'hereby', 'consent', 'access', 'collection', 'personal', 'information', 'registration', 'process', 'required', 'provide', 'certain', 'information', 'establish', 'username', 'password']",0
65,"['agree', 'provide', 'accurate', 'current', 'complete', 'information', 'registration', 'process', 'update', 'information', 'keep', 'accurate', 'current', 'complete']",0
66,"['see', 'academiaedu’s', 'privacy', 'policy', 'academiaeduprivacy', 'information', 'notices', 'concerning', 'academiaedu’s', 'collection', 'use', 'personal', 'information']",0
67,"['academiaedu', 'may', 'offer', 'ability', 'access', 'certain', 'features', 'purchase', 'recurring', 'subscription', '“subscription”']",0
68,"['purchase', 'subscription', 'make', 'paid', 'feature', 'related', 'purchase', 'via', 'services', '“transaction”', 'expressly', 'authorize', 'us', 'third', 'party', 'payment', 'processor', 'eg', 'stripe', 'charge', 'transaction', 'may', 'ask', 'supply', 'additional', 'information', 'relevant', 'transaction', 'including', 'without', 'limitation', 'credit', 'card', 'number', 'expiration', 'date', 'credit', 'card', 'billing', 'address', 'additional', 'information', 'verify', 'identity', 'completing', 'transaction', 'information', '“payment', 'information”', 'represent', 'warrant', 'legal', 'right', 'use', 'payment', 'methods', 'represented', 'payment', 'information', 'initiate', 'transaction', 'authorize', 'us', 'store', 'continue', 'billing', 'using', 'payment', 'information', 'provide', 'payment', 'information', 'third', 'party', 'payment', 'processors', 'needed', 'complete', 'transactions', 'may', 'also', 'periodically', 'authorize', 'payment', 'method', 'anticipation', 'applicable', 'fees', 'related', 'charges', 'part', 'order', 'processing', 'procedures', 'may', 'screen', 'orders', 'fraud', 'undesirable', 'activity', 'feel', 'order', 'could', 'fraudulent', 'unauthorized', 'illegal', 'reserve', 'right', 'refuse', 'process', 'order', 'subscription', 'continues', 'cancelled', 'terminate', 'access', 'use', 'services', 'subscription', 'accordance', 'terms']",0
69,"['elect', 'purchase', 'annual', 'monthly', 'subscription', 'charged', 'annual', 'monthly', 'subscription', 'fee', '“subscription', 'fee”', 'plus', 'applicable', 'taxes', 'beginning', 'subscription', 'year', 'month', 'thereafter', 'respectively', 'thencurrent', 'rate', 'elect', 'purchase', 'annual', 'subscription', 'third', 'party', 'payment', 'processor', 'automatically', 'charge', 'anniversary', 'commencement', 'subscription', 'using', 'payment', 'information', 'provided', 'elect', 'purchase', 'monthly', 'subscription', 'third', 'party', 'payment', 'processor', 'automatically', 'charge', 'month', 'calendar', 'day', 'corresponding', 'commencement', 'subscription', 'using', 'payment', 'information', 'provided', 'event', 'subscription', 'began', 'day', 'contained', 'given', 'month', 'payment', 'method', 'charged', 'day', 'applicable', 'month', 'day', 'deem', 'appropriate', 'example', 'started', 'subscription', 'january', '31st', 'next', 'payment', 'date', 'likely', 'february', '28th', 'payment', 'method', 'would', 'billed', 'date']",0
70,"['agreeing', 'terms', 'electing', 'purchase', 'subscription', 'acknowledge', 'subscription', 'recurring', 'payment', 'features', 'accept', 'responsibility', 'recurring', 'payment', 'obligations', 'prior', 'cancellation', 'subscription', 'academiaedu']",0
71,"['free', 'trials', 'may', 'offer', 'subscriptions', 'free', 'trial', 'basis', '“free', 'trial”', 'specified', 'period', 'time', 'offer', 'free', 'trial', 'specific', 'terms', 'free', 'trial', 'provided', 'signup', 'andor', 'promotional', 'materials', 'describing', 'free', 'trial', 'use', 'free', 'trial', 'subject', 'compliance', 'specific', 'terms', 'free', 'trials', 'may', 'combined', 'offer', 'except', 'may', 'otherwise', 'provided', 'specific', 'terms', 'free', 'trial', 'offer', 'free', 'trials', 'available', 'users', 'previously', 'subscribed', 'service', 'connection', 'free', 'trial', 'offered', 'agree', 'free', 'trial', 'also', 'agreeing', 'sign', 'subscription', 'described', 'consequently', 'unless', 'cancel', 'subscription', 'prior', 'end', 'free', 'trial', 'third', 'party', 'payment', 'processor', 'begin', 'charging', 'payment', 'method', 'recurring', 'basis', 'subscription', 'fee', 'plus', 'applicable', 'taxes', 'cancel', 'subscription', 'instructions', 'cancelling', 'subscription', 'stated', '“cancelling', 'subscriptions”', 'section']",0
